game_id,run_id,timestamp,language,n_rounds_known,max_rounds,played_rounds,agent1_name,agent1_llm,agent1_personality,agent1_noise_rate,agent1_total_score,agent1_cooperation_rate,agent1_defection_rate,agent1_flipped_count,agent1_flipped_rounds,agent1_strategies,agent1_intended_strategies,agent2_name,agent2_llm,agent2_personality,agent2_noise_rate,agent2_total_score,agent2_cooperation_rate,agent2_defection_rate,agent2_flipped_count,agent2_flipped_rounds,agent2_strategies,agent2_intended_strategies,time_checker_accuracy,rule_checker_accuracy,aggregation_checker_accuracy,llm_name,noise_level,original_game_id
Qwen2.5-32B-Instruct__noise05__game_35,36,2026-02-12T04:51:52.542074,en,True,30,30,agent1,VLLMQwen32B,selfish,0.05,232,0.0,1.0,0,,"D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D","D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",agent2,VLLMQwen32B,selfish,0.05,242,0.0333,0.9667,1,19,"D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,D,D,D,D,D,D,D,D,D,D,D","D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",1.0,1.0,0.3333,Qwen2.5-32B-Instruct,5,game_35
Qwen2.5-32B-Instruct__noise05__game_36,37,2026-02-12T04:55:02.391470,en,True,30,30,agent1,VLLMQwen32B,cooperative,0.05,58,0.9667,0.0333,1,28,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,D,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",agent2,VLLMQwen32B,cooperative,0.05,68,1.0,0.0,0,,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",1.0,1.0,0.3889,Qwen2.5-32B-Instruct,5,game_36
Qwen2.5-32B-Instruct__noise05__game_37,38,2026-02-12T04:55:28.836387,en,True,30,30,agent1,VLLMQwen32B,cooperative,0.05,248,0.2667,0.7333,2,"1,17","D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,C,D,D,D,D,D,D,C,C,C,C,C,D","C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,D,D,D,D,D,D,C,C,C,C,C,D",agent2,VLLMQwen32B,selfish,0.05,178,0.0333,0.9667,1,17,"D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,D,D,D,D,D,D,D,D,D,D,D,D,D","D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",1.0,1.0,0.0556,Qwen2.5-32B-Instruct,5,game_37
Qwen2.5-32B-Instruct__noise05__game_38,39,2026-02-12T04:55:50.749778,en,True,30,30,agent1,VLLMQwen32B,selfish,0.05,28,0.0667,0.9333,2,"23,25","D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,D,C,D,D,D,D,D","D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",agent2,VLLMQwen32B,cooperative,0.05,278,0.9,0.1,2,"10,13","C,D,C,C,C,C,C,C,C,D,C,C,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C","C,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",1.0,1.0,0.1389,Qwen2.5-32B-Instruct,5,game_38
Qwen2.5-32B-Instruct__noise05__game_39,40,2026-02-12T04:56:08.910645,en,True,30,30,agent1,VLLMQwen32B,selfish,0.05,214,0.1,0.9,3,"13,14,26","D,D,D,D,D,D,D,D,D,D,D,D,C,C,D,D,D,D,D,D,D,D,D,D,D,C,D,D,D,D","D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",agent2,VLLMQwen32B,selfish,0.05,224,0.1333,0.8667,4,"14,17,24,26","D,D,D,D,D,D,D,D,D,D,D,D,D,C,D,D,C,D,D,D,D,D,D,C,D,C,D,D,D,D","D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",1.0,1.0,0.1111,Qwen2.5-32B-Instruct,5,game_39
Qwen2.5-32B-Instruct__noise05__game_40,41,2026-02-12T05:00:03.215964,fr,True,30,30,agent1,VLLMQwen32B,coopératif,0.05,72,0.9333,0.0667,2,"12,13","C,C,C,C,C,C,C,C,C,C,C,T,T,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",agent2,VLLMQwen32B,coopératif,0.05,72,0.9333,0.0667,2,"3,21","C,C,T,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,T,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",1.0,1.0,0.0556,Qwen2.5-32B-Instruct,5,game_40
Qwen2.5-32B-Instruct__noise05__game_41,42,2026-02-12T05:00:19.997724,fr,True,30,30,agent1,VLLMQwen32B,coopératif,0.05,220,0.0667,0.9333,2,"1,17","T,T,C,T,T,T,T,T,T,T,T,T,T,T,T,T,C,T,T,T,T,T,T,T,T,T,T,T,T,T","C,T,C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",agent2,VLLMQwen32B,égoïste,0.05,230,0.1,0.9,3,"2,22,26","T,C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,C,T,T,T,C,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",1.0,1.0,0.0,Qwen2.5-32B-Instruct,5,game_41
Qwen2.5-32B-Instruct__noise05__game_42,43,2026-02-12T05:01:05.324885,fr,True,30,30,agent1,VLLMQwen32B,égoïste,0.05,10,0.0333,0.9667,1,18,"T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,C,T,T,T,T,T,T,T,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",agent2,VLLMQwen32B,coopératif,0.05,290,0.9667,0.0333,0,,"C,T,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C","C,T,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",1.0,0.9524,0.0556,Qwen2.5-32B-Instruct,5,game_42
Qwen2.5-32B-Instruct__noise05__game_43,44,2026-02-12T05:01:24.600139,fr,True,30,30,agent1,VLLMQwen32B,égoïste,0.05,240,0.0,1.0,0,,"T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",agent2,VLLMQwen32B,égoïste,0.05,240,0.0,1.0,0,,"T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",1.0,1.0,0.5,Qwen2.5-32B-Instruct,5,game_43
Qwen2.5-32B-Instruct__noise05__game_44,45,2026-02-12T05:04:55.543378,fr,True,30,30,agent1,VLLMQwen32B,coopératif,0.05,70,0.9,0.1,3,"9,18,22","C,C,C,C,C,C,C,C,T,C,C,C,C,C,C,C,C,T,C,C,C,T,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",agent2,VLLMQwen32B,coopératif,0.05,80,0.9333,0.0667,2,"12,20","C,C,C,C,C,C,C,C,C,C,C,T,C,C,C,C,C,C,C,T,C,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",1.0,1.0,0.1667,Qwen2.5-32B-Instruct,5,game_44
Qwen2.5-32B-Instruct__noise05__game_45,46,2026-02-12T05:05:23.311594,fr,True,30,30,agent1,VLLMQwen32B,coopératif,0.05,270,0.9,0.1,2,"6,16","C,T,C,C,C,T,C,C,C,C,C,C,C,C,C,T,C,C,C,C,C,C,C,C,C,C,C,C,C,C","C,T,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",agent2,VLLMQwen32B,égoïste,0.05,30,0.1,0.9,3,"2,27,28","T,C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,C,C,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",1.0,1.0,0.1389,Qwen2.5-32B-Instruct,5,game_45
Qwen2.5-32B-Instruct__noise05__game_47,48,2026-02-12T05:06:10.899634,fr,True,30,30,agent1,VLLMQwen32B,égoïste,0.05,220,0.0667,0.9333,2,"2,9","T,C,T,T,T,T,T,T,C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",agent2,VLLMQwen32B,égoïste,0.05,230,0.1,0.9,3,"5,14,15","T,T,T,T,C,T,T,T,T,T,T,T,T,C,C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",1.0,1.0,0.0,Qwen2.5-32B-Instruct,5,game_47
Qwen2.5-32B-Instruct__noise05__game_46,47,2026-02-12T05:06:15.440927,fr,True,30,30,agent1,VLLMQwen32B,égoïste,0.05,16,0.1333,0.8667,4,"3,9,18,19","T,T,C,T,T,T,T,T,C,T,T,T,T,T,T,T,T,C,C,T,T,T,T,T,T,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",agent2,VLLMQwen32B,coopératif,0.05,266,0.9667,0.0333,1,30,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,T","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",1.0,0.9762,0.2222,Qwen2.5-32B-Instruct,5,game_46
Qwen2.5-32B-Instruct__noise05__game_48,49,2026-02-12T05:10:06.552171,fr,True,30,30,agent1,VLLMQwen32B,coopératif,0.05,54,0.9,0.1,3,"11,26,28","C,C,C,C,C,C,C,C,C,C,T,C,C,C,C,C,C,C,C,C,C,C,C,C,C,T,C,T,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",agent2,VLLMQwen32B,coopératif,0.05,84,1.0,0.0,0,,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",1.0,1.0,0.2222,Qwen2.5-32B-Instruct,5,game_48
Qwen2.5-32B-Instruct__noise05__game_49,50,2026-02-12T05:10:34.102895,fr,True,30,30,agent1,VLLMQwen32B,coopératif,0.05,290,0.9667,0.0333,1,18,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,T,C,C,C,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",agent2,VLLMQwen32B,égoïste,0.05,10,0.0333,0.9667,1,1,"C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",1.0,1.0,0.0556,Qwen2.5-32B-Instruct,5,game_49
Qwen2.5-32B-Instruct__noise05__game_51,52,2026-02-12T05:11:03.926932,fr,True,30,30,agent1,VLLMQwen32B,égoïste,0.05,234,0.0333,0.9667,1,18,"T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,C,T,T,T,T,T,T,T,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",agent2,VLLMQwen32B,égoïste,0.05,234,0.0333,0.9667,1,25,"T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,C,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",1.0,1.0,0.2222,Qwen2.5-32B-Instruct,5,game_51
Qwen2.5-32B-Instruct__noise05__game_50,51,2026-02-12T05:11:32.197949,fr,True,30,30,agent1,VLLMQwen32B,égoïste,0.05,14,0.1,0.9,3,"1,22,25","C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,C,T,T,C,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",agent2,VLLMQwen32B,coopératif,0.05,274,0.9667,0.0333,1,29,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,T,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",1.0,0.9762,0.1111,Qwen2.5-32B-Instruct,5,game_50
Qwen2.5-32B-Instruct__noise05__game_52,53,2026-02-12T05:15:07.686920,fr,True,30,30,agent1,VLLMQwen32B,coopératif,0.05,58,0.9667,0.0333,1,5,"C,C,C,C,T,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",agent2,VLLMQwen32B,coopératif,0.05,68,1.0,0.0,0,,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",1.0,1.0,0.2222,Qwen2.5-32B-Instruct,5,game_52
Qwen2.5-32B-Instruct__noise05__game_53,54,2026-02-12T05:15:13.983505,fr,True,30,30,agent1,VLLMQwen32B,coopératif,0.05,266,0.9667,0.0333,1,26,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,T,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",agent2,VLLMQwen32B,égoïste,0.05,16,0.1333,0.8667,4,"4,7,18,26","T,T,T,C,T,T,C,T,T,T,T,T,T,T,T,T,T,C,T,T,T,T,T,T,T,C,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",1.0,1.0,0.1667,Qwen2.5-32B-Instruct,5,game_53
Qwen2.5-32B-Instruct__noise05__game_55,56,2026-02-12T05:16:19.760850,fr,True,30,30,agent1,VLLMQwen32B,égoïste,0.05,224,0.0,1.0,0,,"T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",agent2,VLLMQwen32B,égoïste,0.05,244,0.0667,0.9333,2,"10,19","T,T,T,T,T,T,T,T,T,C,T,T,T,T,T,T,T,T,C,T,T,T,T,T,T,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",1.0,1.0,0.2778,Qwen2.5-32B-Instruct,5,game_55
Qwen2.5-32B-Instruct__noise05__game_54,55,2026-02-12T05:16:26.510426,fr,True,30,30,agent1,VLLMQwen32B,égoïste,0.05,18,0.0333,0.9667,1,14,"T,T,T,T,T,T,T,T,T,T,T,T,T,C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",agent2,VLLMQwen32B,coopératif,0.05,288,0.9333,0.0667,1,4,"C,T,T,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C","C,T,T,T,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",1.0,0.9048,0.0556,Qwen2.5-32B-Instruct,5,game_54
Qwen2.5-32B-Instruct__noise05__game_56,57,2026-02-12T05:19:55.232115,fr,True,30,30,agent1,VLLMQwen32B,coopératif,0.05,80,0.9333,0.0667,2,"22,28","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,T,C,C,C,C,C,T,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",agent2,VLLMQwen32B,coopératif,0.05,70,0.9,0.1,3,"5,14,15","C,C,C,C,T,C,C,C,C,C,C,C,C,T,T,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",1.0,1.0,0.1111,Qwen2.5-32B-Instruct,5,game_56
Qwen2.5-32B-Instruct__noise05__game_57,58,2026-02-12T05:20:27.322052,fr,True,30,30,agent1,VLLMQwen32B,coopératif,0.05,292,1.0,0.0,0,,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",agent2,VLLMQwen32B,égoïste,0.05,2,0.0333,0.9667,1,26,"T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,C,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",1.0,1.0,0.4444,Qwen2.5-32B-Instruct,5,game_57
Qwen2.5-32B-Instruct__noise05__game_58,59,2026-02-12T05:20:53.943855,fr,True,30,30,agent1,VLLMQwen32B,égoïste,0.05,232,0.0,1.0,0,,"T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",agent2,VLLMQwen32B,coopératif,0.05,242,0.0333,0.9667,0,,"C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T","C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",1.0,1.0,0.2222,Qwen2.5-32B-Instruct,5,game_58
Qwen2.5-32B-Instruct__noise05__game_59,60,2026-02-12T05:21:40.156944,fr,True,30,30,agent1,VLLMQwen32B,égoïste,0.05,218,0.0333,0.9667,1,4,"T,T,T,C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",agent2,VLLMQwen32B,égoïste,0.05,238,0.1,0.9,3,"2,6,14","T,C,T,T,T,C,T,T,T,T,T,T,T,C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",1.0,1.0,0.0,Qwen2.5-32B-Instruct,5,game_59
Qwen2.5-32B-Instruct__noise05__game_60,61,2026-02-12T05:24:48.493597,fr,True,30,30,agent1,VLLMQwen32B,coopératif,0.05,76,1.0,0.0,0,,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",agent2,VLLMQwen32B,coopératif,0.05,56,0.9333,0.0667,2,"13,19","C,C,C,C,C,C,C,C,C,C,C,C,T,C,C,C,C,C,T,C,C,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",1.0,1.0,0.2778,Qwen2.5-32B-Instruct,5,game_60
Qwen2.5-32B-Instruct__noise05__game_61,62,2026-02-12T05:25:42.599756,fr,True,30,30,agent1,VLLMQwen32B,coopératif,0.05,274,0.9667,0.0333,1,16,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,T,C,C,C,C,C,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",agent2,VLLMQwen32B,égoïste,0.05,14,0.1,0.9,3,"18,20,29","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,C,T,C,T,T,T,T,T,T,T,T,C,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",1.0,1.0,0.1667,Qwen2.5-32B-Instruct,5,game_61
Qwen2.5-32B-Instruct__noise05__game_62,63,2026-02-12T05:26:01.241645,fr,True,30,30,agent1,VLLMQwen32B,égoïste,0.05,194,0.0333,0.9667,1,25,"T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,C,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",agent2,VLLMQwen32B,coopératif,0.05,244,0.2,0.8,0,,"C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,C,C,C,C,C","C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,C,C,C,C,C",1.0,1.0,0.1111,Qwen2.5-32B-Instruct,5,game_62
Qwen2.5-32B-Instruct__noise05__game_63,64,2026-02-12T05:26:26.681531,fr,True,30,30,agent1,VLLMQwen32B,égoïste,0.05,228,0.0667,0.9333,2,"19,25","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,C,T,T,T,T,T,C,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",agent2,VLLMQwen32B,égoïste,0.05,228,0.0667,0.9333,2,"20,21","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,C,C,T,T,T,T,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",1.0,1.0,0.1667,Qwen2.5-32B-Instruct,5,game_63
Qwen2.5-32B-Instruct__noise05__game_64,65,2026-02-12T05:29:51.515621,fr,True,30,30,agent1,VLLMQwen32B,coopératif,0.05,50,0.8333,0.1667,5,"2,14,19,20,30","C,T,C,C,C,C,C,C,C,C,C,C,C,T,C,C,C,C,T,T,C,C,C,C,C,C,C,C,C,T","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",agent2,VLLMQwen32B,coopératif,0.05,100,1.0,0.0,0,,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",1.0,1.0,0.1389,Qwen2.5-32B-Instruct,5,game_64
Qwen2.5-32B-Instruct__noise05__game_66,67,2026-02-12T05:30:47.232811,fr,True,30,30,agent1,VLLMQwen32B,égoïste,0.05,226,0.0333,0.9667,1,4,"T,T,T,C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",agent2,VLLMQwen32B,coopératif,0.05,236,0.0667,0.9333,1,20,"C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,C,T,T,T,T,T,T,T,T,T,T","C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",1.0,1.0,0.0,Qwen2.5-32B-Instruct,5,game_66
Qwen2.5-32B-Instruct__noise05__game_65,66,2026-02-12T05:30:53.728849,fr,True,30,30,agent1,VLLMQwen32B,coopératif,0.05,282,0.9667,0.0333,1,15,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,T,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",agent2,VLLMQwen32B,égoïste,0.05,12,0.0667,0.9333,2,"4,10","T,T,T,C,T,T,T,T,T,C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",1.0,1.0,0.0556,Qwen2.5-32B-Instruct,5,game_65
Qwen2.5-32B-Instruct__noise05__game_67,68,2026-02-12T05:31:22.157689,fr,True,30,30,agent1,VLLMQwen32B,égoïste,0.05,232,0.0,1.0,0,,"T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",agent2,VLLMQwen32B,égoïste,0.05,242,0.0333,0.9667,1,22,"T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,C,T,T,T,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",1.0,1.0,0.3333,Qwen2.5-32B-Instruct,5,game_67
